Unnamed: 0.1,Unnamed: 0,title,Label
15000,15000,Senate panel chair says will hold hearings on health insurance market,1
15001,15001,Trump says disappointed about collapse of Obamacare repeal bill,1
15002,15002,Republican Senator Murkowski won't back 'repeal-only' health bill,1
15003,15003,California lawmakers approve landmark extension to climate policy,1
15004,15004,Two Republican Senators say 'no' to straight Obamacare repeal,1
15005,15005,U.S. House speaker urges Senate to pass 'something' on healthcare,1
15006,15006,Ex-U.S. House Speaker Hastert released from Minnesota prison,1
15007,15007,"Trump, after Senate bill collapses, vows 'great healthcare plan'",1
15008,15008,CalPERS says considering making own private equity investments,1
15009,15009,U.S. House panel to consider self-driving car legislation,1
15010,15010,U.S. makes lower trade deficit top priority in NAFTA talks,1
15011,15011,Trump urges U.S. Congress to repeal Obamacare,1
15012,15012,Trump says Iran complying with nuclear deal but remains dangerous threat,1
15013,15013,USTR to seek 'appropriate mechanism' in NAFTA on currency manipulation,1
15014,15014,U.S. list of NAFTA goals 'not earth-shattering': Canada source,1
15015,15015,"Mexico welcomes U.S. NAFTA objectives, eyes stronger North America",1
15016,15016,Two Republican senators join opposition to revised healthcare bill,1
15017,15017,"Major tech firms, internet providers clash over U.S. net neutrality rules",1
15018,15018,Senate delays healthcare vote as McCain recovers from surgery,1
15019,15019,"Grandmas, grandpas from travel ban states now welcome: U.S. cable",1
15020,15020,U.S. appeals court upholds gag orders on FBI data surveillance,1
15021,15021,Corporate tax reform negotiators aim above Trump's 15 percent pledge,1
15022,15022,Illinois governor to block Chicago schools' funding boost,1
15023,15023,"U.S. outlines NAFTA objectives, includes currency provision",1
15024,15024,Trump vows to protect 'Made in America' products,1
15025,15025,Texas business leaders call on lawmakers to drop 'bathroom bill',1
15026,15026,Threatening note left at senator's office amid healthcare debate,1
15027,15027,New York attorney general says will sue over Obamacare repeal,1
15028,15028,Ex-U.S. diplomats seek to save State Department refugee office,1
15029,15029,Caitlyn Jenner joins celebs mulling run for U.S. political office,1
15030,15030,U.S. Secret Service rejects suggestion it vetted Trump son's meeting,1
15031,15031,Eight to 10 Republicans have concerns on healthcare bill: Collins,1
15032,15032,"Trump campaign paid lawyer now representing son $50,000 in June",1
15033,15033,Exclusive: Australia-U.S. refugee swap again in doubt as officials exit Nauru,1
15034,15034,Jimmy Carter recovers from dehydration scare in Canada,1
15035,15035,Trump picks lawyer Ty Cobb to handle Russia probe,1
15036,15036,Supreme Court gives Hawaii until Tuesday to answer Trump travel ban motion,1
15037,15037,"Russian-American lobbyist met with Trump Jr., Russian lawyer: NBC News",1
15038,15038,One more Republican defection would doom Senate healthcare bill,1
15039,15039,U.S. health insurers want Cruz proposal dropped from Senate bill,1
15040,15040,Trump asks Supreme Court to block travel ban ruling,1
15041,15041,U.S. farm lobby turns up heat on Trump team as NAFTA talks near,1
15042,15042,Trump ex-adviser says he never heard of campaign contacts with Russians,1
15043,15043,Upgrade with a dab of TPP may be U.S. recipe for NAFTA revamp,1
15044,15044,Canada's Trudeau warns against 'tempting shortcuts' in NAFTA renegotiations,1
15045,15045,"Pence, Trudeau discuss U.S.-Canada trade disagreements",1
15046,15046,Lawyer Ty Cobb to join White House to handle Russia probes,1
15047,15047,Stalled Russia sanctions bill hits North Korean snag in U.S. Congress,1
15048,15048,Mexico finance minister says NAFTA talks create economic uncertainty,1
15049,15049,"Democrats renew efforts to link banks, Trump and Russia",1
15050,15050,U.S. government crackdown threatens Kaspersky’s American dream,1
15051,15051,Sidelined healthcare lobby stymies Republican healthcare effort,1
15052,15052,House backs massive increase in defense spending,1
15053,15053,Russia's Putin hopes dialogue with Trump will continue,1
15054,15054,Pelosi calls for outside commission to probe Russian meddling in U.S. election,1
15055,15055,Mexico industry eyes NAFTA changes to find common ground with Trump,1
15056,15056,Trump faces obstacles in bid to re-shape key U.S. courts,1
15057,15057,"Presidents Bush and Clinton: Be humble in victory, responsible with power",1
15058,15058,U.S. judge narrows travel ban in defeat for Trump,1
15059,15059,Exclusive: U.S. asks nations to provide more traveler data or face sanctions,1
15060,15060,U.S. House may be near deal on stalled Russia sanctions bill,1
