Unnamed: 0.1,Unnamed: 0,title,Label
40000,40000, This ‘Do Your Job’ Video Is Humiliating GOP Senators With Straight Truth And A Bucket Of Laughs (VIDEO),0
40001,40001, WATCH: Hillary Clinton Gave The PERFECT Response To Trump’s Childish Insult,0
40002,40002, Sarah Palin May Have To Bust Out The Crayons And Draw Her Own Invitation To The RNC,0
40003,40003, Republicans Are Now Threatening To KILL Transgender Students At This University,0
40004,40004, Seinfeld’s ‘Elaine’ Wants Bernie Sanders To Clarify A Few Things In SNL Cold Open (VIDEO),0
40005,40005, Bernie Supporters Shower Hillary’s Motorcade With Actual Money At Clooney Fundraiser (VIDEO),0
40006,40006, President Obama ‘Schools’ NBA Champion Stephen Curry In Basketball And Other Stuff (VIDEO),0
40007,40007, Nate Silver: Hillary Clinton’s Wins Most Resemble The Democratic Party,0
40008,40008, CHAOS: Sarah Palin Promises To Lead GOP Revolt If Trump Denied Nomination,0
40009,40009, This Simple Graph Blows The ‘Media Has A Liberal Bias’ Myth Completely Out Of The Water (IMAGE),0
40010,40010, These DISGUSTING Trump T-shirts Are EXACTLY What’s Wrong With His Supporters (IMAGES),0
40011,40011, College Ad Welcomes New Students And Apologizes For Their Impending Rape,0
40012,40012, Racist North Carolina Hospital Volunteer Loses Her Sh*t After She Meets A Black Family (VIDEO),0
40013,40013, ‘Satanic Giants Built Stonehenge’ Is Now A Thing With Creationists (VIDEO),0
40014,40014, Berkeley Student Kicked Off Southwest Flight For Speaking Arabic (VIDEO),0
40015,40015, Kids Hilariously Impersonate And Mock Donald Trump On Jimmy Fallon (VIDEO),0
40016,40016, CNN Segment Turns Into A Shouting Match As ‘Apprentice’ Alums Spar Over Trump (VIDEO),0
40017,40017," Bill Maher: Tax The Churches, Why Are We Paying For A ‘Homophobic Magic Act’? (VIDEO)",0
40018,40018, This Letter From The Fed Warns Of The Next Great Recession And NOBODY Is Paying Attention,0
40019,40019, Bernie Sanders Consoles Sister Of Police Violence Victim In Emotional Backstage Discussion (VIDEO),0
40020,40020, Mainstream Media Completely SILENT As Obamacare Makes Yet Another Historic Achievement,0
40021,40021, These ‘Christian’ Parents Literally Want To Play The ‘My God Is Bigger Than Your God’ Game (VIDEO),0
40022,40022, Ben Carson Really Just Compared GOP’s Nominating Rules To ‘Jim Crow Era’ Laws (VIDEO),0
40023,40023, Facebook Employees Asked Mark Zuckerberg If They Have A ‘Responsibility’ To Stop Trump,0
40024,40024, National Republican Just Blamed Women For Assaults — Again (VIDEO),0
40025,40025, Former ‘Apprentice’ Contestants Unite AGAINST Trump – Issue BRUTAL Statements,0
40026,40026, GQ Magazine: Obama Is One Of The Greatest Presidents Of Our Time,0
40027,40027, Israeli PM Netanyahu Quoted In Full Throated Support of Ethnically Cleansing Palestinians,0
40028,40028, ‘Nobody Cares’: Watch Ted Cruz’s Humiliating Shun At Swanky NY GOP Fundraiser (TWEETS),0
40029,40029, Five Women Donald Trump Allegedly Slept With And How They Utterly Humiliated Him,0
40030,40030, Cliven Bundy’s Cows Are Starving To Death Because He’s A Greedy Jackass,0
40031,40031, Watch Bill O’Reilly Lose It After A Fox News Poll Delivers Terrible News For The GOP (VIDEO),0
40032,40032, 81-Year-Old Cuban Run Over By Racist A$$hole,0
40033,40033, Maddow DESTROYS Trump’s ‘Dangerous’ Move In His Most Hateful Campaign Stop Yet (VIDEO),0
40034,40034, Watch ‘Donald Trump’ Hilariously Push Cruz To Booze On The Tonight Show (VIDEO),0
40035,40035, North Carolina ‘Christian’ Left Death Threat As ‘Tip’ For Gay Waitress,0
40036,40036, Hillary SLAMS CNN For Ignoring One Of The Most Important Issues In The Election (VIDEO),0
40037,40037, Oops! Trump’s Top Surrogate Can’t Even Vote For Him – Because He’s a Democrat (VIDEO),0
