Unnamed: 0.1,Unnamed: 0,title,Label
45000,45000,WATCH MAJOR MOMENT President-elect Trump And Entire Family Arrive In D.C. [Video],0
45001,45001,JUDGE NAPOLITANO: TRUMP Plans To Sign 200 Executive Orders ASAP With A Few Key Orders The First Day In Office [Video],0
45002,45002,"BREAKING: CLOSE FRIEND Of Bill And Hillary Clinton, Huge Democrat Donor ARRESTED For Threatening To Kill President-Elect Trump At Inauguration",0
45003,45003,BEYOND SICK! CNN Runs Segment To Explain How Obama Appointee Will Take Over As President If Both Trump And Pence Are Assassinated At Inauguration [VIDEO],0
45004,45004,TRUMP FINANCIAL ADVISOR Has Great Tax News For Job Creators: “I think they need to get that done quickly”…MAGA! [VIDEO],0
45005,45005,SOCIALIST Bernie Sanders Asks Trump’s Pick For Education Sec If She’ll Agree To FREE College…Gets Embarrassing Public SMACK DOWN [VIDEO],0
45006,45006,"WHOA! “Canada’s Donald Trump,” Billionaire And Shark Tank Host Kevin O’Leary Announces Run Against “Canada’s Barack Obama” [VIDEO]",0
45007,45007,PRESIDENT DONALD J. TRUMP INAUGURATION: *Schedule Of Events*,0
45008,45008,"ARROGANT JOHN KERRY: Trump Administration “will last a year, two years, whatever” [Video]",0
45009,45009,WHAT’S WRONG WITH THIS PICTURE? 5 Anti-Trump Activists On Magazine Cover Just Made Us Detest Them Even More,0
45010,45010,N. DAKOTA LEGISLATOR Proposes Bill To PROTECT MOTORISTS If They Hit Pipeline Protesters Intentionally Blocking Roads,0
45011,45011,MUST SEE VIDEO! Great Final Campaign Rally Moments: “We started a year and a half ago and now we have one flawed candidate to beat” [Video],0
45012,45012,BEST TWEET OF THE WEEK: “Hillary For Sale!”,0
45013,45013,"VIETNAM VET, MILITARY “Lifer” DESTROYS Crybaby Democrats In Scathing Letter: “I sometimes wonder if I’ll get to heaven, but if I go to hell, I’m sure I’ll still be a few hundred floors above that bastard…”",0
45014,45014,UNREAL! OBAMA APPOINTS VALERIE JARRETT And Other Top Staffers To Cushy Gov’t Jobs,0
45015,45015,BREAKING: Anti-Trump Radicals Caught Discussing Plans To SHUT DOWN METRO TRAINS In DC During Inauguration [VIDEO],0
45016,45016,CNN CONTRIBUTOR: Trump’s Diversity Coalition ‘Mediocre Negroes’ ‘Dragged In’ ‘As a Photo-Op’ [VIDEO],0
45017,45017,BREAKING: “DEPLORABALL” Organizer Mike Chernovich To File Charges With FBI Against Radical Anti-Trump Terrorists [VIDEO],0
45018,45018,BRAVO! TRUMP’S INAUGURAL BISHOP SPEAKS OUT: “I’ve been called a sellout” BUT “We’re supposed to love everyone!” [Video],0
45019,45019,HEATED! TUCKER CARLSON Totally Shuts Down Radical Liberal FOX News Analyst Who’s Running For DNC Chair [Video],0
45020,45020,“RACIST” CONSERVATIVE Viewers Of The O’Reilly Factor Have Raised Over $600K To Help Fund Black College Band’s Trip To Trump Inauguration…Leftist HATERS Go Ballistic! [VIDEO],0
45021,45021,LAUGHABLE! MAXINE WATERS On Why She Wants To Impeach Trump [Video],0
45022,45022,STORE OWNER Delivers HILARIOUS Message Of Support On Digital Sign For L.L. Bean After Left Organizes Boycott,0
45023,45023,HIGH ROAD! MARTIN LUTHER KING III MEETS WITH TRUMP: ‘Time to move forward’ [VIDEO],0
45024,45024,"USA TODAY ARTICLE Blames Whites For MLK Murder: Whites killed MLK. Now we honor him…Centuries of kidnapping, torture, murder, rape”",0
45025,45025,DISRESPECTFUL DEMS EXPOSED! You’ll Never Guess Who Also Boycotted George W. Bush’s Inauguration [VIDEO],0
45026,45026,DR MARTIN LUTHER KING’S NIECE: “I believe that Congressman Lewis can actually help America by working with the President”,0
45027,45027,TOBY KEITH Has AWESOME Response To Crybaby Attacks Over Trump Inauguration Performance [VIDEO],0
45028,45028,"WOW! MACON, GA RESIDENT SLAMS Rep John Lewis: “What have you accomplished? Why don’t you go on the news and talk about the black-on-black terrorism that’s happening in Chicago?”[VIDEO]",0
45029,45029,"BREAKING: LEFTISTS CAUGHT On UNDERCOVER VIDEO Planning Acts Of Violence, Terrorism At Trump Inauguration…”If you try to shut us down, we will go to your house and burn it!”",0
45030,45030,AMEN! BLACK PASTOR Who Marched With Rep. Lewis Denounces Black Lawmakers For Delegitimizing Trump: “On the wrong side of history” [Video],0
45031,45031,"DEMOCRAT CONGRESSWOMAN, WIFE OF FELON Threatens Paul Ryan On Twitter Over Cutting Federal Funds To Kill Babies",0
45032,45032,FIRE THIS FOX NEWS ANALYST: Trump Was “Allegedly Elected” [Video],0
45033,45033,UNHINGED FEMINIST PROTESTERS MAKING ‘P*SSYHATS’ To Wear At The Anti-Trump March,0
45034,45034,TREASURY DEPT Depicts Lady Liberty As A Black Woman On New U.S. Coin,0
45035,45035,"FLASHBACK: LORETTA LYNCH’S PARTING SHOT: “Waves of hatred, intolerance and injustice still blowing in this country” [Video]",0
45036,45036,Canadian Woman DESTROYS Liberal Prime Minister Trudeau Over Socialist Carbon-Tax Policy: “How is it justified for you to ask me to pay a CARBON TAX when I only have $65 left of my paycheck every 2 weeks to feed my family?” [VIDEO],0
45037,45037,WATCH Life Accordion To Trump! [VIDEO],0
45038,45038,BRILLIANT NEWT GINGRICH: Here’s Why Trump Should NOT Trust Intel Community Right Now [Video],0
45039,45039,TRUMP PUT JENNIFER HUDSON And Relatives Up Rent-Free In Trump Towers After Her Family Was Murdered…So Why Isn’t She Performing At His Inauguration?,0
45040,45040,BREAKING: BLIND OPERA SINGER Gets DEATH Threats From Left…Forced To Back Out Of Performance At Trump Inauguration [Video],0
45041,45041,WOW! ANGRY NANCY PELOSI Calls Defunding PLANNED PARENTHOOD A “Manhood Thing” [Video],0
45042,45042,"BOOM! LEADERS Of 34,000 Black Churches Tell Members To Turn Backs On Race-Baiter-For-Hire Al Sharpton’s D.C. March Against Trump",0
45043,45043,YES! JUDGE JEANINE HAMMERS Hollywood Lefty Rosie O’Donnell [Video],0
45044,45044,LOL! TRUMP Responds To RACE-OBSESSED Congressman Lewis After Calling Him An “Illegitimate President”…MEDIA ATTACKS “Loathsome” Trump [VIDEO],0
45045,45045,HYPOCRISY ON STEROIDS: Check Out HATEFUL Trump Bullies In Anti- Bullying Ad For Kids [VIDEO],0
45046,45046,NAACP DEMANDS An Apology From Trump For Telling The Truth About Cong. John Lewis,0
45047,45047,BLACK CONGRESSMAN Plans To File Lawsuit Because Of Removal Of “POLICE AS PIGS” PAINTING From Capitol Building [Video],0
45048,45048,MEDIA ATTACKS TAYLOR SWIFT Over Refusal To Criticize President-Elect Trump,0
45049,45049,"CONSERVATIVE Women DESTROY Crybaby, Safe Space Feminists Over Women’s March Against Trump’s Inauguration…And It’s HILARIOUS!",0
45050,45050,BREAKING: TRUMP HITS BACK AT REP JOHN LEWIS Who Declared Trump’s Presidency “Illegitimate”,0
45051,45051,EPIC! TED CRUZ Reminds Crooked Dems About Their “Silence” While Obama And Regime Broke Multiple Laws For Past 8 Years [VIDEO],0
45052,45052,LT GEN MCINERNEY’S Take On Trump Dossier And Clinton Emails: “Hillary Clinton has violated the espionage act…and should be tried for that”,0
45053,45053,"TRASHY, AGING Pop-Star Madonna Uses Picture Of Pubic Hair To Recruit Females For Anti-Trump Inauguration March",0
45054,45054,LAME EXCUSES! CRYBABY DEMOCRATS To Skip Inauguration For FAKE Reasons [Video],0
45055,45055,"WOW! Christian Author Gives UNEXPECTED And BRILLIANT Answer To Muslim Law Student Who Claims She’s Worried, “We Portray Islam And All Muslims As Bad” [VIDEO]",0
45056,45056,OOPS! UKRAINE Caught Colluding With Democrats To Help Hillary Win Election…President Poroshenko Scrambling To Repair Damage With Trump,0
45057,45057,WOW! NEIL CAVUTO RIPS INTO CNN: “They say payback’s a B*TCH!” [Video],0
45058,45058,DRAIN OBAMA’S RADICAL SWAMP! Rep Chaffetz Calls Out OBAMA APPOINTED Fed Gov Ethics Director Over UNETHICAL Public Criticisms Of Trump,0
45059,45059,"LEFTIST FREAKS OPENLY CALL For Non-Peaceful Inauguration Actions: “We Are Not In Favor Of A Peaceful Transition Of Power…After The Election, You Saw This Great Spontaneous Upsurge In Spontaneous Anger In The Streets” [VIDEO]",0
45060,45060,“BIKERS FOR TRUMP” Vow To Defend Trump During Inauguration Day…Plan Celebration! [Video],0
45061,45061,SORE LOSER Jeb! Bush Denies Claim By BBC He Ordered Dirty Dossier On Trump,0
45062,45062,MUST WATCH VIDEO: HERE’S WHY “DEEP STATE” Is At War With Trump As Democrats Cheer [Video],0
45063,45063,"IS OBAMA PUNISHING Fiat-Chrysler For 2,000 US Jobs, $1 Billion US Investment Announcement? Fiat-Chrysler CEO Says EPA Allegations Are ‘Absolute Nonsense’ [VIDEO]",0
45064,45064,HERE’S WHY L.L. BEAN Is Being Boycotted By The Loony Lefties And What YOU Can Do About It!,0
45065,45065,NICOLE KIDMAN BREAKS RANKS With Hollywood Leftists…Speaks Out In Support Of Trump’s Presidency [VIDEO],0
45066,45066,RADICAL ERIC HOLDER STIRS THE POT…Claims Republicans Won Election By “Rigging The System” [Video],0
45067,45067,Valerie Jarrett Gives Most Hateful Exit Interview To Greta Van Susteren…You Won’t Want To Miss It!,0
45068,45068,AS RUSSIA STORY FALLS APART…Obama’s DOJ Goes After FBI Director Comey [Video],0
45069,45069,COMEDY GOLD! DR BEN CARSON’S Comment To Liberal Democrat…Funny! [Video],0
45070,45070,Was A Washington Post Reporter Caught Snapping Photos Of Tillerson’s Notes During Confirmation Hearings Break? [VIDEO] UPDATE: WaPo Reporter Finally Says It’s Not Her,0
45071,45071,HERE’S WHY MEGA BAND U2 Is Blaming TRUMP For Delay Of Release Of New Album [Video],0
45072,45072,BOOM! SENATE PASSES Obamacare Repeal Resolution In ALMOST Unanimous GOP Vote…One Former GOP Presidential Candidate Whispered “No”,0
45073,45073,“LITTLE” MARCO RUBIO GRILLS Trump’s Secretary Of State Nominee Like A Chihuahua Biting The Ankles Of Andre The Giant [Video],0
45074,45074,AWESOME! TUCKER CARLSON AND STEPHEN COHEN: “Something’s going on…I’ve never seen anything like this” [Video],0
45075,45075,EMBARRASSING!…Obama’s Farewell Speech: “There have been no terrorist attacks on US soil during my 8 years”…Except For The Ones I’m About To List [VIDEO],0
45076,45076,BUZZFEED’S EDITOR-IN-CHIEF Attempts Lame Explanation Of Why He Published Fake News On Trump: “This was absolutely the right thing to do” [Video],0
45077,45077,HERE’S WHY OBAMA Could Be Blackballed From Prestigious Golf Club: “There’s this major uproar with having him part of the club”,0
45078,45078,FRONT-ROW FELON! Americans Are Stunned To See Who Sat In FRONT ROW At Obama’s Farewell Speech [VIDEO],0
45079,45079,LOL! This One Picture Sums Up Trump’s BRUTAL SMACKDOWN Of Mainstream Media At Today’s Press Conference,0
45080,45080,“YOU ARE FAKE NEWS!” TRUMP DESTROYS CNN Right In The Middle Of Press Conference [VIDEO],0
45081,45081,"SAY WHAT? Trump-Hater, RINO John McCain Admits HE Handed Smear Dossier Outlining Claims Of Kremlin Blackmail To FBI",0
45082,45082,EPIC! TRUMP RESPONDS To Disgusting Fake Report From CNN And Buzzfeed: “I’m a GERMAPHOBE!” [Video],0
45083,45083,BREAKING…AMERICA WAS PUNKED! No Direct Ties Between Trump And Russia…Intelligence Community Behind Assault On Trump [VIDEO],0
45084,45084,KELLYANNE CONWAY Hits Back On Claims Russia Has Compromising Info On Trump [Video],0
45085,45085,BLACK PASTORS RALLY FOR SEN JEFF SESSIONS: “Charge of racism leveled at anyone with whom the left disagrees” [VIDEO],0
45086,45086,JESSE WATTERS CALLS OUT Liberal Pundit For Racist Assumptions About Trump: “What specifically are you fearful of that Trump will do? [Video],0
45087,45087,WATCH SEAN HANNITY Destroy Obama’s Economic Policy Legacy: “The Obama Nightmare is finally coming to an end!” [Video],0
45088,45088,REPORT: WHY HILLARY WONT’ ACCEPT Obama And Valerie Jarrett’s Invitation For Post-Inaugural Gathering To “Lay Groundwork For The Offensive Against Trump”,0
45089,45089,OBAMA’S FAREWELL: FAKE TEARS Resurface For First Time Since Gun Control Speech…[Video],0
45090,45090,BOOM! CLOCK BOY’S DAD LOSES Defamation Case In District Court: “The lawsuit filed by Clock Boy’s father is yet another example of Islamist law fare” [VIDEO],0
45091,45091,BRAVO! WATCH TED CRUZ SLAM The Lies Of Leftists Attacking Senator Jeff Sessions [Video],0
45092,45092,BARBRA STREISAND AND CHRIS MATTHEWS ON TRUMP ELECTION: “Little girls were heartbroken”…They were??? [Video],0
45093,45093,MERYL STREEP PROBABLY FORGOT The Time Obama Actually DID Mock Special Needs Kids On Jay Leno Show [VIDEO],0
45094,45094,SICKENING! MTV HOST MOCKS Senator Jeff Sessions’ Asian Grandchildren,0
45095,45095,BREAKING VIDEO: CONGRESSIONAL BLACK CAUCUS MEMBERS Rehang “Cops as Pigs” Painting In Capitol Building…Shameful!,0
45096,45096,LIVE FEED: HEARING FOR SENATOR SESSIONS To Include Radical Corey Booker Speaking Against Sessions…Unprecedented!,0
45097,45097,DEFIANT DEMOCRATS Announce Effort To Rehang Painting Depicting Police As Pigs..On Police Appreciation Day [Video],0
45098,45098,LOL! $45 MILLION DOLLAR WHOOPI Complains Conservatives Prevented Her From Making A Living [VIDEO],0
45099,45099,DIAMOND AND SILK Give It To “Underhanded” Meryl Streep [Video],0
45100,45100,BREAKING: WHY IS OBAMA Sending Huge Number Of Troops To Germany? [VIDEO],0
45101,45101,U OF CHICAGO Admissions Blames Trump For Chicago’s Violent Image…Offers Students CASH For Best Idea Of How To Deceive Prospective Students About Violence [VIDEO],0
45102,45102,NOT EVERY HOLLYWOOD ACTOR Approved Of Meryl Streep’s Anti-Trump Rant Last Night…Check Out Vince Vaughn And Mel Gibson’s Reactions,0
45103,45103,"EPIC! RICK SANTELLI Calls Out Liberal Panel: ”On election night, I never saw you so unhappy!” [Video]",0
45104,45104,"BREAKING: “AMERICA FIRST” Is Catching Fire…Fiat Chrysler Announces $1 BILLION Investment In US…Adding 2,000 US Jobs…Moving Ram Truck Production From Mexico To US",0
45105,45105,BOOM! TRUMP Holds “DISHONEST MEDIA” Accountable : NBC Cuts 9 Minutes From Kellyanne Conway Interview…Trump EXPOSES Them On Twitter [VIDEO],0
45106,45106,JUDGE JEANINE PIRRO: Criminal Clintons Stop Eric Trump’s Incredible Charity For Children With Cancer [Video],0
45107,45107,RON PAUL SUMS Up Obama’s #FakePresidency In One BRUTAL Facebook Post,0
45108,45108,FLASHBACK: PRESIDENT-ELECT DONALD TRUMP Sings The Green Acres Theme Song…What A Good Sport! [Video],0
45109,45109,FOX NEWS’ VOICE OF REASON Destroys Politicized “Russian Hacking” Report: “Zero Hard Evidence” [Video],0
45110,45110,WATCH KELLYANNE CONWAY vs Total Jerk Chris Cuomo On Fake Russian Hacking [Video],0
45111,45111,SHARIA LAW GRIPPING FRANCE: STUNNING Report Shows Muslim Men Prohibit Women From Public Spaces [VIDEO],0
45112,45112,OBAMA FINALLY BUILDS BORDER WALL…But There’s One Problem…It’s ONLY For The Obama’s,0
45113,45113,DECLASSIFIED US INTEL REPORT Used To Discredit Trump Is Huge Embarrassment…Evidence Was Compiled In 2012 After OBAMA’S Reelection,0
45114,45114,A-LIST DEMOCRATS Attend Obama’s Last Taxpayer-Funded Gig At The White House [Video],0
45115,45115,"DELUSIONAL DEMOCRATS Get A Reality Check: “No, Russia Didn’t Hack Our Election” [Video]",0
45116,45116,"OBAMA’S Mexico Gun-Running, Race-Baiting, Former Attorney General Hired By State Of CA To Help Fight Against Trump",0
45117,45117,BREAKING: OBAMA Regime Announces Federal Takeover Of Elections [VIDEO],0
45118,45118,TRUTH BOMB! PAUL RYAN SETS THE DEMS STRAIGHT ON HACKING SCAM: “This is clearly an attempt by democrats to delegitimize Trump”…”He won fair and square” [Video],0
45119,45119,JESSE WATTERS Confronts Leftist Bully Who Harassed Ivanka Trump On Plane [Video],0
45120,45120,BOOM! Trump Drains Obama Swamp…Mandates All Ambassadors Vacate Positions “Without Exceptions” By Inauguration Day,0
